57900.996    24.053     0.128
57904.969    24.117     0.107
57907.016    24.288     0.107
57907.996    23.903     0.107
57909.012    23.689     0.107
57910.012    23.561     0.107
57910.945    22.984     0.128
57911.941    22.599     0.107
57913.020    22.150     0.171
57917.922    21.231     0.214
57920.988    21.530     0.107
57921.953    21.102     0.107
57922.934    21.209     0.107
57923.949    21.252     0.107
57924.945    21.316     0.107
57925.922    21.594     0.107
57929.910    20.717     0.107
57930.922    20.760     0.107
57931.926    20.717     0.107
57932.902    20.696     0.107
57933.934    20.568     0.107
57935.887    20.162     0.107
57936.961    19.991     0.107
57937.949    19.755     0.107
57938.895    19.713     0.107
57939.895    19.841     0.171
57951.863    19.371     0.107
57952.852    19.199     0.128
57953.898    19.285     0.128
57956.840    19.542     0.128
57957.832    19.627     0.128
57958.840    19.755     0.107
57959.816    19.862     0.107
57960.863    19.884     0.107
57961.820    20.247     0.128
57962.852    20.696     0.128
57963.824    20.889     0.128
57964.875    20.675     0.128
57965.824    20.717     0.128
57966.809    20.803     0.150
57967.836    20.782     0.128
57968.820    20.846     0.128
57969.816    20.889     0.150
57970.832    20.995     0.214
57971.820    21.102     0.214
57973.840    21.081     0.192
57974.797    20.974     0.128
57975.789    20.953     0.107
57976.816    21.166     0.107
57977.828    21.487     0.128
57978.871    22.107     0.128
57979.840    22.086     0.128
57982.789    22.064     0.128
57983.785    22.043     0.128
57987.742    21.808     0.107
57988.785    21.979     0.128
57989.773    22.107     0.128
57990.727    22.150     0.107
57991.781    22.364     0.128
57992.781    22.471     0.107
57993.781    22.556     0.107
57995.777    22.193     0.214
57996.777    21.765     0.150
57997.777    21.808     0.214
57999.773    21.915     0.128
58000.777    21.765     0.107
58003.715    21.530     0.150
58004.715    21.658     0.128
58006.711    21.765     0.128
58007.789    21.787     0.150
58008.711    21.851     0.150
58009.711    21.872     0.171
58016.703    21.551     0.128
58017.703    21.637     0.128
