57965.840    22.311     0.114
57966.820    22.129     0.114
57967.848    22.220     0.114
57968.832    22.152     0.114
57969.828    22.107     0.136
57970.844    22.311     0.227
57971.836    22.107     0.114
57973.852    22.629     0.159
57974.809    22.993     0.136
57975.801    23.288     0.136
57976.828    23.220     0.136
57977.840    23.311     0.136
57978.883    23.743     0.136
57979.852    23.834     0.136
57982.805    23.606     0.136
57983.801    23.379     0.114
57987.754    23.515     0.136
57988.797    23.652     0.114
57989.785    23.902     0.114
57990.738    24.015     0.159
57991.797    24.106     0.114
57992.797    24.265     0.136
57993.793    24.129     0.114
57995.789    23.652     0.136
57996.789    23.629     0.136
57997.789    23.584     0.227
57999.789    23.447     0.136
58000.793    23.402     0.114
58003.727    23.016     0.159
58004.727    22.743     0.114
58006.727    22.470     0.136
58007.801    22.470     0.136
58008.723    22.698     0.136
58009.723    22.925     0.114
58016.715    22.947     0.114
58017.715    22.993     0.114
