57900.988    21.978     0.123
57904.961    20.713     0.105
57907.008    20.362     0.088
57907.988    20.327     0.105
57909.004    19.923     0.105
57910.004    19.413     0.088
57910.934    19.009     0.123
57911.934    18.746     0.088
57913.012    18.113     0.123
57915.957    17.164     0.123
57917.914    17.358     0.123
57920.980    17.867     0.088
57921.941    17.358     0.105
57922.922    17.463     0.088
57923.941    17.727     0.088
57924.938    17.692     0.105
57925.910    17.463     0.088
57926.895    17.129     0.123
57929.902    16.690     0.088
57930.914    16.637     0.088
57931.918    16.848     0.088
57932.895    16.743     0.088
57933.926    16.514     0.105
57935.879    16.268     0.088
57936.953    16.110     0.088
57937.941    15.917     0.088
57938.887    15.917     0.105
57939.887    16.023     0.123
57951.855    15.829     0.105
57952.844    15.583     0.105
57953.891    15.636     0.123
57956.832    15.987     0.123
57957.824    16.093     0.123
57958.832    16.110     0.141
57959.809    16.110     0.176
57960.855    16.497     0.105
57961.812    16.673     0.123
57962.844    16.954     0.123
57963.816    16.813     0.105
57964.863    16.655     0.158
57965.816    16.743     0.105
57966.801    16.813     0.105
57967.828    16.655     0.123
57968.812    16.831     0.123
57969.809    17.042     0.105
57970.824    17.024     0.176
57971.812    17.217     0.176
57973.832    17.551     0.228
57974.789    17.358     0.211
57975.781    17.323     0.105
57976.809    17.815     0.123
57977.820    18.236     0.105
57978.863    18.201     0.105
57979.832    18.377     0.123
57982.781    18.271     0.105
57983.777    18.570     0.123
57987.734    18.658     0.123
57988.777    18.394     0.105
57989.766    18.377     0.123
57990.719    18.658     0.088
57991.773    19.009     0.123
57992.773    19.290     0.088
57993.770    18.904     0.105
57995.770    18.289     0.123
57996.770    18.008     0.123
57997.770    18.025     0.176
57999.766    17.920     0.105
58000.770    17.674     0.088
58003.707    17.569     0.105
58004.707    17.692     0.123
58006.703    17.533     0.123
58007.781    17.727     0.141
58008.703    17.744     0.123
58009.703    17.674     0.176
58016.695    17.621     0.123
58017.695    17.621     0.105
