57869.775     4.577     0.127
57870.895     4.688     0.133
57872.902     4.709     0.085
57876.759     4.688     0.090
57877.760     4.858     0.042
57877.960     4.975     0.096
57879.022     5.108     0.064
57879.956     5.187     0.069
57880.865     5.235     0.053
57880.950     5.209     0.042
57881.016     5.177     0.032
57881.983     5.086     0.080
57882.763     5.070     0.069
57882.966     4.970     0.042
57883.763     5.039     0.122
57883.916     4.970     0.048
57884.772     4.906     0.111
57884.915     4.874     0.064
57885.765     4.895     0.037
57886.788     4.784     0.053
57886.917     4.789     0.037
57887.010     4.662     0.064
57888.794     4.540     0.048
57889.778     4.715     0.032
57890.769     4.672     0.069
57890.976     4.789     0.069
57891.806     4.970     0.085
57891.909     4.858     0.042
57892.008     4.832     0.032
57892.946     4.879     0.074
57893.816     4.826     0.069
57895.851     4.694     0.064
57896.770     4.757     0.058
57896.933     4.858     0.080
57898.819     4.901     0.058
57898.965     4.932     0.053
57899.778     5.092     0.048
57899.966     5.140     0.053
57900.785     5.182     0.058
57900.974     5.214     0.048
57901.774     5.288     0.042
57902.805     5.421     0.053
57902.981     5.283     0.058
57904.774     5.182     0.058
57904.941     5.060     0.048
57905.774     4.948     0.080
57905.964     5.033     0.037
57906.774     5.086     0.037
57907.777     5.193     0.069
57907.861     5.113     0.048
57908.935     5.193     0.085
57909.831     5.187     0.048
57909.965     5.325     0.037
57910.777     5.416     0.058
57911.776     5.617     0.085
57912.870     5.872     0.085
57914.856     6.037     0.048
57915.792     5.947     0.106
57916.779     5.941     0.085
57917.762     6.016     0.196
57920.852     6.286     0.085
57921.834     6.584     0.085
57922.779     6.462     0.074
57923.781     6.366     0.085
57924.779     6.424     0.053
57925.771     6.472     0.037
57927.864     6.430     0.064
57929.834     6.345     0.080
57930.847     6.132     0.064
57931.748     6.143     0.101
57932.823     6.031     0.101
57933.859     5.851     0.064
57934.875     5.548     0.106
57935.781     5.474     0.058
57936.883     5.463     0.064
57937.855     5.516     0.064
57938.762     5.410     0.101
57939.816     5.485     0.101
57951.789     5.293     0.053
57952.777     5.251     0.058
