57870.937     8.989     0.229
57873.068     9.065     0.162
57873.895     9.018     0.124
57876.777     9.132     0.105
57877.978     9.256     0.057
57878.039     9.294     0.067
57879.778     9.304     0.067
57879.973     9.265     0.095
57880.882     9.285     0.067
57880.993     9.351     0.105
57881.779     9.361     0.076
57881.982     9.342     0.105
57882.780     9.323     0.086
57882.975     9.361     0.086
57883.779     9.428     0.095
57883.926     9.389     0.076
57884.790     9.342     0.095
57884.974     9.256     0.076
57885.782     9.246     0.057
57886.806     9.170     0.114
57886.983     9.142     0.067
57887.003     9.046     0.105
57888.811     9.056     0.057
57889.811     9.018     0.076
57890.786     8.970     0.095
57890.985     8.941     0.067
57891.823     8.989     0.114
57891.986     9.084     0.076
57892.017     8.951     0.143
57892.963     9.065     0.076
57893.833     9.208     0.114
57894.796     9.142     0.133
57895.836     9.037     0.095
57896.771     9.008     0.124
57896.943     9.046     0.076
57898.836     9.227     0.200
57898.975     9.275     0.067
57899.795     9.294     0.133
57899.976     9.265     0.067
57900.802     9.313     0.086
57900.973     9.323     0.067
57901.792     9.342     0.076
57902.822     9.475     0.076
57904.791     9.551     0.086
57904.971     9.447     0.095
57905.791     9.304     0.076
57906.792     9.246     0.067
57907.794     9.351     0.057
57909.849     9.456     0.038
57909.973     9.637     0.057
57910.794     9.666     0.067
57911.793     9.837     0.105
57912.911     9.990     0.095
57914.874    10.142     0.076
57915.810     9.904     0.067
57916.796     9.942     0.057
57917.779    10.085     0.057
57920.888    10.276     0.124
57921.861    10.371     0.124
57922.780    10.305     0.143
57923.798    10.219     0.067
57924.796    10.152     0.076
57927.881    10.314     0.067
57929.851    10.295     0.086
57930.864    10.266     0.105
57931.765    10.247     0.086
57932.840    10.181     0.095
57933.876    10.104     0.057
57934.893     9.809     0.057
57935.797     9.742     0.095
57936.902     9.666     0.076
57937.891     9.628     0.095
57938.777     9.561     0.181
57939.832     9.609     0.095
57952.801     9.637     0.095
