57869.832    10.459     0.315
57870.945    10.546     0.228
57873.836    10.459     0.141
57873.953    10.416     0.087
57876.784    10.470     0.141
57877.785    10.524     0.120
57878.786    10.546     0.098
57879.030    10.590     0.087
57879.786    10.698     0.109
57880.890    10.764     0.087
57880.981    10.796     0.120
57881.786    10.807     0.152
57882.788    10.883     0.141
57882.991    10.927     0.109
57883.787    11.003     0.130
57883.941    10.861     0.152
57884.797    10.731     0.120
57884.941    10.688     0.098
57885.790    10.655     0.120
57886.814    10.688     0.109
57886.941    10.698     0.109
57887.018    10.774     0.120
57888.819    10.644     0.098
57889.819    10.448     0.087
57890.794    10.416     0.141
57890.993    10.350     0.087
57891.783    10.394     0.163
57891.831    10.329     0.163
57892.025    10.394     0.207
57893.804    10.503     0.163
57893.971    10.611     0.152
57895.843    10.557     0.141
57896.778    10.492     0.076
57897.802    10.524     0.065
57898.844    10.601     0.120
57898.982    10.655     0.076
57899.803    10.644     0.098
57900.810    10.677     0.076
57900.984    10.666     0.076
57901.800    10.688     0.109
57902.005    10.753     0.098
57902.838    10.774     0.109
57904.799    10.807     0.076
57904.951    10.938     0.087
57905.799    10.981     0.076
57906.800    10.818     0.076
57907.802    10.764     0.109
57907.971    10.666     0.109
57908.960    10.753     0.152
57909.856    10.851     0.120
57909.963    10.818     0.065
57910.802    10.938     0.087
57911.801    11.242     0.152
57912.919    11.449     0.076
57914.882    11.568     0.087
57915.817    11.394     0.065
57916.804    11.296     0.076
57917.787    11.470     0.087
57920.896    11.601     0.076
57921.902    11.579     0.120
57922.788    11.633     0.120
57923.806    11.731     0.109
57924.804    11.633     0.087
57927.889    11.720     0.076
57929.859    11.775     0.087
57930.872    11.764     0.087
57932.848    11.731     0.098
57933.884    11.677     0.109
57934.900    11.601     0.087
57935.805    11.568     0.109
57936.910    11.449     0.120
57937.898    11.340     0.152
57938.785    11.177     0.130
57939.840    11.155     0.185
57951.801    11.199     0.109
57952.785    11.144     0.098
