57525.035    20.712     0.168
57542.984    20.270     0.210
57547.961    20.270     0.210
57551.016    21.112     0.105
57551.965    21.069     0.105
57552.969    20.901     0.105
57553.953    20.901     0.105
57555.949    20.754     0.105
57556.941    20.859     0.105
57557.938    20.775     0.105
57558.945    20.754     0.105
57559.945    20.691     0.168
57561.922    20.565     0.252
57562.980    20.607     0.252
57563.961    20.607     0.189
57564.953    20.922     0.105
57565.930    20.943     0.105
57567.969    21.343     0.105
57568.902    21.448     0.105
57569.953    21.700     0.105
57570.930    21.763     0.105
57571.938    21.742     0.105
57572.910    21.532     0.105
57574.895    20.880     0.105
57575.930    20.775     0.105
57576.902    20.880     0.105
57578.898    21.090     0.105
57579.906    21.217     0.105
57580.902    21.364     0.105
57581.914    21.469     0.105
57582.879    21.532     0.105
57583.949    21.532     0.126
57584.879    21.532     0.126
57585.902    21.532     0.189
57588.891    21.574     0.210
57591.852    21.763     0.189
57593.848    21.932     0.126
57594.895    22.100     0.105
57595.848    22.247     0.105
57597.848    22.394     0.105
57599.840    22.331     0.105
57600.824    22.058     0.105
57602.816    21.826     0.105
57603.863    21.574     0.105
57604.816    21.406     0.105
57605.805    21.006     0.105
57611.828    20.838     0.126
57616.758    20.397     0.147
57630.734    20.670     0.126
57632.750    20.586     0.105
57633.734    20.670     0.105
57634.773    20.586     0.105
57635.777    20.397     0.105
57636.766    20.334     0.105
57637.742    20.102     0.105
57639.719    19.976     0.105
57643.707    19.598     0.126
57645.707    19.429     0.168
57646.707    19.577     0.168
57647.703    20.144     0.126
57648.703    20.207     0.105
57650.727    20.186     0.126
57652.734    19.997     0.126
57653.730    19.976     0.126
57654.699    19.850     0.126
57655.773    19.892     0.105
57658.695    20.249     0.105
57659.695    20.565     0.105
57660.691    20.544     0.126
57661.691    20.523     0.147
57662.691    20.481     0.105
57663.691    20.565     0.105
57664.691    20.565     0.126
57665.688    20.733     0.126
57666.691    20.586     0.105
57667.727    20.523     0.126
57668.711    20.565     0.105
57670.742    20.586     0.126
57672.684    20.712     0.147
57673.711    20.670     0.126
57674.680    20.859     0.105
57675.680    20.859     0.105
57677.691    21.112     0.105
57678.680    20.985     0.105
57679.680    21.154     0.126
57680.684    21.006     0.105
57681.676    21.427     0.105
57683.676    21.553     0.126
57684.676    21.427     0.105
57685.676    21.658     0.126
57687.672    21.995     0.105
57692.711    22.478     0.105
57694.672    22.752     0.126
57695.707    22.647     0.105
57696.668    22.562     0.105
57698.668    22.668     0.126
57699.672    23.109     0.126
