57630.738    18.135     0.203
57632.754    17.932     0.092
57633.738    17.895     0.092
57634.777    17.950     0.092
57635.781    17.913     0.092
57636.770    17.766     0.092
57637.746    17.581     0.092
57639.727    17.470     0.092
57643.711    17.230     0.166
57645.711    16.990     0.203
57646.711    17.378     0.185
57647.711    17.766     0.148
57648.707    18.061     0.111
57650.730    18.190     0.092
57652.738    18.356     0.092
57653.734    18.320     0.092
57654.703    18.227     0.092
57655.777    18.116     0.092
57658.699    18.227     0.092
57659.699    18.356     0.092
57660.695    18.024     0.092
57661.695    18.135     0.092
57662.695    18.301     0.092
57663.695    18.209     0.111
57664.742    18.098     0.092
57665.691    18.320     0.092
57666.695    18.393     0.092
57667.734    18.597     0.092
57668.715    18.338     0.111
57670.746    18.338     0.148
57672.688    18.560     0.166
57673.719    18.652     0.148
57674.688    18.615     0.148
57675.688    18.615     0.148
57677.699    18.597     0.111
57679.684    18.726     0.092
57680.688    18.763     0.092
57681.680    18.855     0.092
57683.680    18.763     0.092
57684.680    18.597     0.092
57685.680    18.800     0.092
57687.680    18.818     0.148
