57547.957    17.222     0.154
57551.008    17.222     0.137
57551.961    17.239     0.120
57552.961    17.154     0.103
57553.945    17.085     0.103
57555.941    16.965     0.103
57556.938    16.897     0.103
57557.934    16.811     0.103
57558.938    16.863     0.120
57559.941    16.777     0.154
57561.914    16.777     0.137
57562.973    16.897     0.137
57563.953    16.811     0.103
57564.945    16.948     0.103
57565.922    16.948     0.103
57567.961    17.410     0.103
57568.895    17.359     0.086
57569.949    17.427     0.086
57570.922    17.222     0.086
57571.930    17.188     0.086
57572.902    17.034     0.086
57574.891    16.897     0.086
57575.922    16.914     0.086
57576.895    16.743     0.086
57578.891    17.017     0.103
57579.902    17.136     0.103
57580.895    17.496     0.103
57581.906    17.598     0.103
57582.871    17.598     0.103
57583.941    17.667     0.103
57584.871    17.547     0.086
57585.895    17.615     0.086
57588.883    17.701     0.103
57591.844    17.906     0.086
57593.844    17.838     0.034
57594.891    17.957     0.120
57595.840    17.974     0.137
57596.848    18.265     0.137
57597.844    18.573     0.103
57599.832    18.556     0.103
57600.816    18.351     0.103
57602.812    17.752     0.137
57603.855    17.359     0.103
57604.809    17.188     0.137
57605.797    16.863     0.137
57611.820    16.640     0.137
57616.750    16.384     0.137
57626.770    16.658     0.103
57630.727    16.640     0.103
57632.742    16.623     0.103
57633.727    16.487     0.103
57634.766    16.452     0.103
57635.770    16.316     0.103
57636.762    16.179     0.103
57637.734    16.110     0.137
57639.715    15.854     0.086
57643.703    15.649     0.086
57645.703    15.238     0.086
57646.699    15.306     0.086
57647.699    15.546     0.086
57648.695    16.008     0.120
57650.719    16.298     0.120
57652.727    16.418     0.120
57653.723    16.401     0.120
57654.691    16.264     0.103
57655.770    16.247     0.103
57658.688    16.367     0.103
57659.688    16.469     0.120
57660.688    16.675     0.120
57661.688    16.623     0.120
57662.684    16.743     0.120
57663.684    16.640     0.120
57664.684    16.743     0.120
57665.684    16.777     0.103
57666.684    16.709     0.103
57667.723    16.829     0.120
57668.707    16.829     0.120
57670.734    16.914     0.120
57672.680    16.931     0.103
57673.707    17.154     0.103
57674.676    17.256     0.103
57675.676    17.188     0.103
57677.688    17.290     0.120
57678.672    17.171     0.120
57679.672    17.188     0.103
57680.676    17.239     0.120
57681.672    17.564     0.103
57683.668    17.188     0.120
57684.668    17.068     0.103
57685.668    17.273     0.103
57692.703    18.231     0.120
57694.664    18.847     0.120
57695.699    19.018     0.120
57696.660    19.086     0.120
57698.660    19.497     0.120
57699.664    20.146     0.103
